family,genus,PI_name,pair_key,measure,maternal_species,paternal_species,intra_maternal,inter_cross,success_ratio_inter_over_intra,directional_RI,maternal_ovules,paternal_ovules,signed_log10_ovule_ratio_maternal_minus_paternal,maternal_confidence,paternal_confidence,maternal_life_history,paternal_life_history,maternal_mating_system,paternal_mating_system,K2P_Distance,is_PI_from_PI_name,direction_complete_no_K2P,direction_complete_with_K2P
Ranunculaceae,Aquilegia,,aquilegia canadensis || aquilegia pubescens,seed set,Aquilegia canadensis,Aquilegia pubescens,72.25,68.4,0.9467128027681662,0.05328719723183384,25.0,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia canadensis || aquilegia pubescens,seed set,Aquilegia pubescens,Aquilegia canadensis,59.2,,,,,25.0,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia canadensis || aquilegia chrysantha,seed set,Aquilegia chrysantha,Aquilegia canadensis,51.4,67.4,1.3112840466926072,-0.31128404669260723,,25.0,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia canadensis || aquilegia chrysantha,seed set,Aquilegia canadensis,Aquilegia chrysantha,72.25,,,,25.0,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,Aquilegia02,aquilegia ecalcarata || aquilegia vulgaris,seed set,Aquilegia ecalcarata,Aquilegia vulgaris,71.4,68.5,0.9593837535014005,0.04061624649859952,17.89,24.5,-0.1365557437971594,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,0.0,True,True,True
Ranunculaceae,Aquilegia,Aquilegia02,aquilegia ecalcarata || aquilegia vulgaris,seed set,Aquilegia vulgaris,Aquilegia ecalcarata,75.6,63.1,0.8346560846560848,0.16534391534391524,24.5,17.89,0.1365557437971594,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,0.0,True,True,True
Ranunculaceae,Aquilegia,,aquilegia alpina || aquilegia ecalcarata,seed set,Aquilegia ecalcarata,Aquilegia alpina,71.4,52.3,0.7324929971988795,0.2675070028011205,17.89,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia alpina || aquilegia ecalcarata,seed set,Aquilegia alpina,Aquilegia ecalcarata,72.5,57.0,0.7862068965517242,0.21379310344827585,,17.89,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia baikalensis || aquilegia ecalcarata,seed set,Aquilegia ecalcarata,Aquilegia baikalensis,71.4,42.1,0.5896358543417367,0.4103641456582633,17.89,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia baikalensis || aquilegia ecalcarata,seed set,Aquilegia baikalensis,Aquilegia ecalcarata,68.8,57.7,0.8386627906976745,0.16133720930232553,,17.89,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia canadensis || aquilegia ecalcarata,seed set,Aquilegia ecalcarata,Aquilegia canadensis,71.4,34.05,0.4768907563025209,0.5231092436974791,17.89,25.0,-0.14532966810466474,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Ranunculaceae,Aquilegia,,aquilegia canadensis || aquilegia ecalcarata,seed set,Aquilegia canadensis,Aquilegia ecalcarata,72.25,34.15,0.47266435986159167,0.5273356401384084,25.0,17.89,0.14532966810466474,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Ranunculaceae,Aquilegia,,aquilegia chaplinei || aquilegia ecalcarata,seed set,Aquilegia ecalcarata,Aquilegia chaplinei,71.4,,,,17.89,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia chaplinei || aquilegia ecalcarata,seed set,Aquilegia chaplinei,Aquilegia ecalcarata,62.2,12.3,0.1977491961414791,0.8022508038585209,,17.89,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia chrysantha || aquilegia ecalcarata,seed set,Aquilegia ecalcarata,Aquilegia chrysantha,71.4,28.1,0.39355742296918766,0.6064425770308124,17.89,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia chrysantha || aquilegia ecalcarata,seed set,Aquilegia chrysantha,Aquilegia ecalcarata,51.4,1.3,0.02529182879377432,0.9747081712062257,,17.89,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia ecalcarata || aquilegia elegantula,seed set,Aquilegia ecalcarata,Aquilegia elegantula,71.4,37.3,0.5224089635854341,0.4775910364145659,17.89,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia ecalcarata || aquilegia elegantula,seed set,Aquilegia elegantula,Aquilegia ecalcarata,62.6,,,,,17.89,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia ecalcarata || aquilegia flabellata,seed set,Aquilegia ecalcarata,Aquilegia flabellata,71.4,50.8,0.7114845938375349,0.28851540616246507,17.89,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia ecalcarata || aquilegia flabellata,seed set,Aquilegia flabellata,Aquilegia ecalcarata,77.5,60.6,0.7819354838709678,0.21806451612903222,,17.89,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia ecalcarata || aquilegia formosa,seed set,Aquilegia ecalcarata,Aquilegia formosa,71.4,30.5,0.4271708683473389,0.572829131652661,17.89,33.0,-0.26590359931051455,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Ranunculaceae,Aquilegia,,aquilegia ecalcarata || aquilegia formosa,seed set,Aquilegia formosa,Aquilegia ecalcarata,59.8,24.9,0.41638795986622074,0.5836120401337792,33.0,17.89,0.26590359931051455,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Ranunculaceae,Aquilegia,,aquilegia ecalcarata || aquilegia japonica,seed set,Aquilegia ecalcarata,Aquilegia japonica,71.4,60.0,0.8403361344537814,0.1596638655462186,17.89,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia ecalcarata || aquilegia japonica,seed set,Aquilegia japonica,Aquilegia ecalcarata,69.8,52.6,0.7535816618911175,0.24641833810888247,,17.89,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia ecalcarata || aquilegia longissima,seed set,Aquilegia ecalcarata,Aquilegia longissima,71.4,26.5,0.37114845938375346,0.6288515406162465,17.89,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia ecalcarata || aquilegia longissima,seed set,Aquilegia longissima,Aquilegia ecalcarata,65.7,23.4,0.3561643835616438,0.6438356164383562,,17.89,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia ecalcarata || aquilegia pubescens,seed set,Aquilegia ecalcarata,Aquilegia pubescens,71.4,,,,17.89,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia ecalcarata || aquilegia pubescens,seed set,Aquilegia pubescens,Aquilegia ecalcarata,59.2,3.4,0.05743243243243243,0.9425675675675675,,17.89,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,Aquilegia03,aquilegia elegantula || aquilegia flabellata,seed set,Aquilegia elegantula,Aquilegia flabellata,62.6,44.5,0.7108626198083067,0.2891373801916933,,,,4.0,4.0,perennial,perennial,mixed-mating,mixed-mating,0.008243,True,False,False
Ranunculaceae,Aquilegia,Aquilegia03,aquilegia elegantula || aquilegia flabellata,seed set,Aquilegia flabellata,Aquilegia elegantula,77.5,42.2,0.5445161290322581,0.4554838709677419,,,,4.0,4.0,perennial,perennial,mixed-mating,mixed-mating,0.008243,True,False,False
Ranunculaceae,Aquilegia,,aquilegia chrysantha || aquilegia flabellata,seed set,Aquilegia flabellata,Aquilegia chrysantha,77.5,38.4,0.49548387096774194,0.5045161290322581,,,,4.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia chrysantha || aquilegia flabellata,seed set,Aquilegia chrysantha,Aquilegia flabellata,51.4,38.5,0.7490272373540856,0.2509727626459144,,,,4.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia flabellata || aquilegia longissima,seed set,Aquilegia flabellata,Aquilegia longissima,77.5,35.5,0.45806451612903226,0.5419354838709678,,,,4.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia flabellata || aquilegia longissima,seed set,Aquilegia longissima,Aquilegia flabellata,65.7,,,,,,,4.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia formosa || aquilegia japonica,seed set,Aquilegia japonica,Aquilegia formosa,69.8,44.3,0.6346704871060171,0.36532951289398286,,33.0,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia formosa || aquilegia japonica,seed set,Aquilegia formosa,Aquilegia japonica,59.8,41.4,0.6923076923076923,0.3076923076923077,33.0,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia longissima || aquilegia vulgaris,seed set,Aquilegia longissima,Aquilegia vulgaris,65.7,35.0,0.532724505327245,0.467275494672755,,24.5,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia longissima || aquilegia vulgaris,seed set,Aquilegia vulgaris,Aquilegia longissima,75.6,,,,24.5,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia canadensis || aquilegia vulgaris,seed set,Aquilegia vulgaris,Aquilegia canadensis,75.6,58.0,0.7671957671957672,0.2328042328042328,24.5,25.0,-0.008773924307505343,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Ranunculaceae,Aquilegia,,aquilegia canadensis || aquilegia vulgaris,seed set,Aquilegia canadensis,Aquilegia vulgaris,72.25,,,,25.0,24.5,0.008773924307505343,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia chrysantha || aquilegia vulgaris,seed set,Aquilegia vulgaris,Aquilegia chrysantha,75.6,25.7,0.33994708994708994,0.66005291005291,24.5,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia chrysantha || aquilegia vulgaris,seed set,Aquilegia chrysantha,Aquilegia vulgaris,51.4,,,,,24.5,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia elegantula || aquilegia vulgaris,seed set,Aquilegia vulgaris,Aquilegia elegantula,75.6,47.8,0.6322751322751323,0.3677248677248677,24.5,,,1.0,4.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia elegantula || aquilegia vulgaris,seed set,Aquilegia elegantula,Aquilegia vulgaris,62.6,,,,,24.5,,4.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Ranunculaceae,Aquilegia,,aquilegia formosa || aquilegia vulgaris,seed set,Aquilegia vulgaris,Aquilegia formosa,75.6,14.8,0.19576719576719578,0.8042328042328042,24.5,33.0,-0.12934785551335515,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Ranunculaceae,Aquilegia,,aquilegia formosa || aquilegia vulgaris,seed set,Aquilegia formosa,Aquilegia vulgaris,59.8,,,,33.0,24.5,0.12934785551335515,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Caryophyllaceae,Arenaria,Arenaria,arenaria glabra || arenaria uniflora,seed set,Arenaria uniflora,Arenaria glabra,16.2,2.8,0.1728395061728395,0.8271604938271605,23.3,20.0,0.06632592536203763,1.0,3.0,annual,annual,mixed-mating,mixed-mating,,True,True,False
Caryophyllaceae,Arenaria,Arenaria,arenaria glabra || arenaria uniflora,seed set,Arenaria glabra,Arenaria uniflora,,,,,20.0,23.3,-0.06632592536203763,3.0,1.0,annual,annual,mixed-mating,mixed-mating,,True,False,False
Araceae,Arisaema,Arisaema,arisaema bockii || arisaema lobatum,seed set,Arisaema bockii,Arisaema lobatum,49.82,20.93,0.42011240465676436,0.5798875953432356,4.0,4.5,-0.05115252244738133,3.0,3.0,perennial,perennial,outcrossing,outcrossing,0.059404,True,True,True
Araceae,Arisaema,Arisaema,arisaema bockii || arisaema lobatum,seed set,Arisaema lobatum,Arisaema bockii,37.61,29.83,0.7931401223078968,0.20685987769210323,4.5,4.0,0.05115252244738133,3.0,3.0,perennial,perennial,outcrossing,outcrossing,0.059404,True,True,True
Araceae,Arisaema,,arisaema bockii || arisaema erubescens,seed set,Arisaema bockii,Arisaema erubescens,49.82,,,,4.0,4.5,-0.05115252244738133,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Araceae,Arisaema,,arisaema bockii || arisaema erubescens,seed set,Arisaema erubescens,Arisaema bockii,42.76,30.13,0.7046304957904583,0.29536950420954167,4.5,4.0,0.05115252244738133,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Araceae,Arisaema,,arisaema erubescens || arisaema lobatum,seed set,Arisaema lobatum,Arisaema erubescens,37.61,26.54,0.7056633873969689,0.2943366126030311,4.5,4.5,0.0,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Araceae,Arisaema,,arisaema erubescens || arisaema lobatum,seed set,Arisaema erubescens,Arisaema lobatum,42.76,48.72,1.1393826005612722,-0.13938260056127216,4.5,4.5,0.0,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Boraginaceae,Arnebia,Arnebia,arnebia guttata || arnebia szechenyi,seed set,Arnebia guttata,Arnebia szechenyi,,0.0,,,4.0,4.0,0.0,1.0,1.0,perennial,perennial,outcrossing,outcrossing,0.105286,True,False,False
Boraginaceae,Arnebia,Arnebia,arnebia guttata || arnebia szechenyi,seed set,Arnebia szechenyi,Arnebia guttata,,0.0,,,4.0,4.0,0.0,1.0,1.0,perennial,perennial,outcrossing,outcrossing,0.105286,True,False,False
Apocynaceae,Asclepias,Asclepias,asclepias incarnata || asclepias perennis,seed set,Asclepias perennis,Asclepias incarnata,486.54,0.0,0.0,1.0,43.8,58.2,-0.12344887414578909,1.0,1.0,woody,perennial,outcrossing,mixed-mating,,True,True,False
Apocynaceae,Asclepias,Asclepias,asclepias incarnata || asclepias perennis,seed set,Asclepias incarnata,Asclepias perennis,,0.0,,,58.2,43.8,0.12344887414578909,1.0,1.0,perennial,woody,mixed-mating,outcrossing,,True,False,False
Apocynaceae,Asclepias,,asclepias curassavica || asclepias perennis,seed set,Asclepias perennis,Asclepias curassavica,486.54,0.0,0.0,1.0,43.8,116.5,-0.4248518148579381,1.0,1.0,woody,woody,outcrossing,mixed-mating,,False,True,False
Apocynaceae,Asclepias,,asclepias curassavica || asclepias perennis,seed set,Asclepias curassavica,Asclepias perennis,,0.0,,,116.5,43.8,0.4248518148579381,1.0,1.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Apocynaceae,Asclepias,,asclepias perennis || asclepias texana,seed set,Asclepias perennis,Asclepias texana,486.54,1091.4,2.2431865828092246,-1.2431865828092246,43.8,48.8,-0.04694571149861115,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Apocynaceae,Asclepias,,asclepias perennis || asclepias texana,seed set,Asclepias texana,Asclepias perennis,,544.5,,,48.8,43.8,0.04694571149861115,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,False,False
Apocynaceae,Asclepias,,asclepias incarnata || asclepias texana,seed set,Asclepias texana,Asclepias incarnata,776.25,0.0,0.0,1.0,48.8,58.2,-0.07650316264717794,1.0,1.0,woody,perennial,outcrossing,mixed-mating,,False,True,False
Apocynaceae,Asclepias,,asclepias incarnata || asclepias texana,seed set,Asclepias incarnata,Asclepias texana,,0.0,,,58.2,48.8,0.07650316264717794,1.0,1.0,perennial,woody,mixed-mating,outcrossing,,False,False,False
Asteraceae,Bidens,Bidens,bidens carpodonta || bidens longistyla,seed set,Bidens carpodonta,Bidens longistyla,100.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,annual,annual,outcrossing,outcrossing,,True,True,False
Asteraceae,Bidens,Bidens,bidens carpodonta || bidens longistyla,seed set,Bidens longistyla,Bidens carpodonta,100.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,annual,annual,outcrossing,outcrossing,,True,True,False
Asteraceae,Bidens,,bidens carpodonta || bidens ferulifolia,seed set,Bidens ferulifolia,Bidens carpodonta,100.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,annual,annual,outcrossing,outcrossing,,False,True,False
Asteraceae,Bidens,,bidens carpodonta || bidens ferulifolia,seed set,Bidens carpodonta,Bidens ferulifolia,100.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,annual,annual,outcrossing,outcrossing,,False,True,False
Asteraceae,Bidens,,bidens ferulifolia || bidens longistyla,seed set,Bidens ferulifolia,Bidens longistyla,100.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,annual,annual,outcrossing,outcrossing,,False,True,False
Asteraceae,Bidens,,bidens ferulifolia || bidens longistyla,seed set,Bidens longistyla,Bidens ferulifolia,100.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,annual,annual,outcrossing,outcrossing,,False,True,False
Brassicaceae,Boechera,Boechera,boechera retrofracta || boechera stricta,seed set,Boechera stricta,Boechera retrofracta,4.6,8.6,1.8695652173913044,-0.8695652173913044,163.0,88.0,0.267704932253789,1.0,1.0,perennial,perennial,selfing,selfing,0.007722,True,True,True
Brassicaceae,Boechera,Boechera,boechera retrofracta || boechera stricta,seed set,Boechera retrofracta,Boechera stricta,1.4,0.15,0.10714285714285715,0.8928571428571428,88.0,163.0,-0.267704932253789,1.0,1.0,perennial,perennial,selfing,selfing,0.007722,True,True,True
Scrophulariaceae,Buddleja,Buddleja,buddleja crispa || buddleja officinalis,seed number per fruit,Buddleja crispa,Buddleja officinalis,22.27,5.44,0.24427480916030536,0.7557251908396947,173.60714,139.458,0.09512414999073115,1.0,1.0,woody,woody,outcrossing,outcrossing,0.291439,True,True,True
Scrophulariaceae,Buddleja,Buddleja,buddleja crispa || buddleja officinalis,seed number per fruit,Buddleja officinalis,Buddleja crispa,59.15,0.0,0.0,1.0,139.458,173.60714,-0.09512414999073115,1.0,1.0,woody,woody,outcrossing,outcrossing,0.291439,True,True,True
Loasaceae,Caiophora,Caiophora,caiophora carduifolia || caiophora chuquitensis,fruit set,Caiophora carduifolia,Caiophora chuquitensis,0.4,,,,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,0.025228,True,False,False
Loasaceae,Caiophora,Caiophora,caiophora carduifolia || caiophora chuquitensis,fruit set,Caiophora chuquitensis,Caiophora carduifolia,0.8,0.8,1.0,0.0,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,0.025228,True,False,False
Loasaceae,Caiophora,,caiophora canarinoides || caiophora carduifolia,fruit set,Caiophora carduifolia,Caiophora canarinoides,0.4,0.4,1.0,0.0,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora canarinoides || caiophora carduifolia,fruit set,Caiophora canarinoides,Caiophora carduifolia,0.8,0.75,0.9375,0.0625,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora carduifolia || caiophora cirsiifolia,fruit set,Caiophora carduifolia,Caiophora cirsiifolia,0.4,0.45,1.125,-0.125,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora carduifolia || caiophora cirsiifolia,fruit set,Caiophora cirsiifolia,Caiophora carduifolia,0.942857143,0.866666667,0.919191919406183,0.08080808059381706,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora carduifolia || caiophora deserticola,fruit set,Caiophora carduifolia,Caiophora deserticola,0.4,,,,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora carduifolia || caiophora deserticola,fruit set,Caiophora deserticola,Caiophora carduifolia,0.4,0.8,2.0,-1.0,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora carduifolia || caiophora madrequisa,fruit set,Caiophora carduifolia,Caiophora madrequisa,0.4,,,,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora carduifolia || caiophora madrequisa,fruit set,Caiophora madrequisa,Caiophora carduifolia,0.5,1.0,2.0,-1.0,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora carduifolia || caiophora pentlandii,fruit set,Caiophora carduifolia,Caiophora pentlandii,0.4,,,,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora carduifolia || caiophora pentlandii,fruit set,Caiophora pentlandii,Caiophora carduifolia,0.8,1.0,1.25,-0.25,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora chuquitensis || caiophora cirsiifolia,fruit set,Caiophora chuquitensis,Caiophora cirsiifolia,0.8,1.0,1.25,-0.25,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora chuquitensis || caiophora cirsiifolia,fruit set,Caiophora cirsiifolia,Caiophora chuquitensis,0.942857143,1.0,1.0606060604453627,-0.06060606044536265,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora canarinoides || caiophora cirsiifolia,fruit set,Caiophora cirsiifolia,Caiophora canarinoides,0.942857143,1.0,1.0606060604453627,-0.06060606044536265,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora canarinoides || caiophora cirsiifolia,fruit set,Caiophora canarinoides,Caiophora cirsiifolia,0.8,0.75,0.9375,0.0625,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora cirsiifolia || caiophora madrequisa,fruit set,Caiophora cirsiifolia,Caiophora madrequisa,0.942857143,1.0,1.0606060604453627,-0.06060606044536265,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora cirsiifolia || caiophora madrequisa,fruit set,Caiophora madrequisa,Caiophora cirsiifolia,0.5,0.3333333,0.6666666,0.3333334,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora cirsiifolia || caiophora pentlandii,fruit set,Caiophora cirsiifolia,Caiophora pentlandii,0.942857143,1.0,1.0606060604453627,-0.06060606044536265,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora cirsiifolia || caiophora pentlandii,fruit set,Caiophora pentlandii,Caiophora cirsiifolia,0.8,0.8,1.0,0.0,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora canarinoides || caiophora deserticola,fruit set,Caiophora deserticola,Caiophora canarinoides,0.4,0.2,0.5,0.5,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora canarinoides || caiophora deserticola,fruit set,Caiophora canarinoides,Caiophora deserticola,0.8,0.8,1.0,0.0,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora chuquitensis || caiophora deserticola,fruit set,Caiophora deserticola,Caiophora chuquitensis,0.4,0.4,1.0,0.0,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora chuquitensis || caiophora deserticola,fruit set,Caiophora chuquitensis,Caiophora deserticola,0.8,1.0,1.25,-0.25,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora cirsiifolia || caiophora deserticola,fruit set,Caiophora deserticola,Caiophora cirsiifolia,0.4,0.666666667,1.6666666675,-0.6666666674999999,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora cirsiifolia || caiophora deserticola,fruit set,Caiophora cirsiifolia,Caiophora deserticola,0.942857143,0.866666667,0.919191919406183,0.08080808059381706,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora deserticola || caiophora madrequisa,fruit set,Caiophora deserticola,Caiophora madrequisa,0.4,0.6,1.4999999999999998,-0.4999999999999998,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora deserticola || caiophora madrequisa,fruit set,Caiophora madrequisa,Caiophora deserticola,0.5,0.2,0.4,0.6,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora deserticola || caiophora pentlandii,fruit set,Caiophora deserticola,Caiophora pentlandii,0.4,0.0,0.0,1.0,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Loasaceae,Caiophora,,caiophora deserticola || caiophora pentlandii,fruit set,Caiophora pentlandii,Caiophora deserticola,0.8,0.8,1.0,0.0,,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Brassicaceae,Cakile,Cakile,cakile edentula || cakile maritima,seed set,Cakile maritima,Cakile edentula,0.75,0.85,1.1333333333333333,-0.1333333333333333,3.1,2.0,0.1903316981702915,1.0,1.0,annual,annual,outcrossing,selfing,0.00444,True,True,True
Brassicaceae,Cakile,Cakile,cakile edentula || cakile maritima,seed set,Cakile edentula,Cakile maritima,0.67,0.68,1.0149253731343284,-0.014925373134328401,2.0,3.1,-0.1903316981702915,1.0,1.0,annual,annual,selfing,outcrossing,0.00444,True,True,True
Calceolariaceae,Calceolaria,Calceolaria,calceolaria arachnoidea || calceolaria filicaulis,seed number per fruit,Calceolaria arachnoidea,Calceolaria filicaulis,303.35,25.97,0.08561068073182791,0.9143893192681721,405.0,558.0,-0.13917917572290994,3.0,3.0,perennial,perennial,mixed-mating,outcrossing,0.089405,True,True,True
Calceolariaceae,Calceolaria,Calceolaria,calceolaria arachnoidea || calceolaria filicaulis,seed number per fruit,Calceolaria filicaulis,Calceolaria arachnoidea,453.62,117.75,0.2595785018297253,0.7404214981702747,558.0,405.0,0.13917917572290994,3.0,3.0,perennial,perennial,outcrossing,mixed-mating,0.089405,True,True,True
