family,genus,species1,species2,pair_key,PI_name,is_PI_from_PI_name,measure,intraspecific_value_sp1,intraspecific_value_sp2,interspecific_value_sp1_sp2,interspecific_value_sp2_sp1,has_directional_RI_inputs,directional_RI_sp1_mother,directional_RI_sp2_mother,directional_RI_asymmetry_sp1_minus_sp2,ovule_sp1,ovule_sp2,confidence_sp1,confidence_sp2,has_both_ovules,both_confidence_le_2,signed_log10_ovule_ratio_sp1_minus_sp2,abs_log10_ovule_difference,nonzero_ovule_difference,has_K2P,K2P_Distance,asymmetry_model_ready,asymmetry_model_ready_confidence_le_2,strict_PI_K2P_asymmetry_ready
Ericaceae,Kalmia,Kalmia cuneata,Kalmia latifolia,kalmia cuneata || kalmia latifolia,,False,fruit set,1.0,62.0,0.0,0.0,True,1.0,1.0,0.0,110.0,110.0,3.0,3.0,True,False,0.0,0.0,False,False,,True,False,False
Ericaceae,Kalmia,Kalmia cuneata,Kalmia polifolia,kalmia cuneata || kalmia polifolia,,False,fruit set,1.0,69.5,0.0,0.0,True,1.0,1.0,0.0,110.0,110.0,3.0,3.0,True,False,0.0,0.0,False,False,,True,False,False
Ericaceae,Kalmia,Kalmia hirsuta,Kalmia latifolia,kalmia hirsuta || kalmia latifolia,Kalmia02,True,fruit set,24.0,62.0,18.0,7.0,True,0.25,0.8870967741935484,-0.6370967741935484,110.0,110.0,3.0,3.0,True,False,0.0,0.0,False,True,0.052948,True,False,True
Ericaceae,Kalmia,Kalmia hirsuta,Kalmia polifolia,kalmia hirsuta || kalmia polifolia,,False,fruit set,24.0,69.5,2.5,0.0,True,0.8958333333333334,1.0,-0.10416666666666663,110.0,110.0,3.0,3.0,True,False,0.0,0.0,False,False,,True,False,False
Ericaceae,Kalmia,Kalmia latifolia,Kalmia polifolia,kalmia latifolia || kalmia polifolia,,False,fruit set,62.0,69.5,0.0,11.0,True,1.0,0.841726618705036,0.15827338129496404,110.0,110.0,3.0,3.0,True,False,0.0,0.0,False,False,,True,False,False
Asteraceae,Lactuca,Lactuca saligna,Lactuca serriola,lactuca saligna || lactuca serriola,,False,fruit set,100.0,100.0,30.0,5.0,True,0.7,0.95,-0.25,1.0,1.0,1.0,1.0,True,True,0.0,0.0,False,False,,True,True,False
Asteraceae,Lactuca,Lactuca virosa,Lactuca saligna,lactuca saligna || lactuca virosa,Lactuca,True,fruit set,43.0,100.0,0.0,0.0,True,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True,True,0.0,0.0,False,True,0.043779,True,True,True
Asteraceae,Lactuca,Lactuca virosa,Lactuca serriola,lactuca serriola || lactuca virosa,,False,fruit set,43.0,100.0,37.0,62.0,True,0.13953488372093026,0.38,-0.24046511627906975,1.0,1.0,1.0,1.0,True,True,0.0,0.0,False,False,,True,True,False
Brassicaceae,Leavenworthia,Leavenworthia alabamica,Leavenworthia crassa,leavenworthia alabamica || leavenworthia crassa,Leavenworthia,True,seed set,0.38,0.46,0.41,0.46,True,-0.07894736842105265,0.0,-0.07894736842105265,12.0,8.0,1.0,1.0,True,True,0.17609125905568135,0.17609125905568135,True,True,0.0,True,True,True
Polemoniaceae,Leptosiphon,Leptosiphon nuttallii,Leptosiphon floribundus,leptosiphon floribundus || leptosiphon nuttallii,Leptosiphon01,True,seed set,23.54545455,47.83333333,1.0,1.0,True,0.9575289575371566,0.9790940766535954,-0.02156511911643877,,,5.0,5.0,False,False,,,False,True,0.027778,False,False,False
Polemoniaceae,Leptosiphon,Leptosiphon pachyphyllus,Leptosiphon melingii,leptosiphon melingii || leptosiphon pachyphyllus,Leptosiphon02,True,seed set,45.66666667,36.0,6.0,8.0,True,0.8686131386957217,0.7777777777777778,0.09083536091794386,,,5.0,5.0,False,False,,,False,True,0.007859,False,False,False
Fabaceae,Leucaena,Leucaena collinsii,Leucaena lanceolata,leucaena collinsii || leucaena lanceolata,Leucaena01,True,seed set,46.7,80.9,54.0,43.0,True,-0.15631691648822255,0.4684796044499382,-0.6247965209381607,16.5,19.0,1.0,1.0,True,True,-0.061269656738922595,0.061269656738922595,True,True,0.243607,True,True,True
Fabaceae,Leucaena,Leucaena collinsii,Leucaena diversifolia,leucaena collinsii || leucaena diversifolia,,False,seed set,46.7,28.5,0.2,23.0,True,0.9957173447537473,0.19298245614035092,0.8027348886133964,16.5,20.0,1.0,1.0,True,True,-0.08354605145007499,0.08354605145007499,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena collinsii,Leucaena esculenta,leucaena collinsii || leucaena esculenta,,False,seed set,46.7,7.0,2.2,0.0,True,0.9528907922912205,1.0,-0.047109207708779466,16.5,18.0,1.0,1.0,True,True,-0.03778856088939975,0.03778856088939975,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena collinsii,Leucaena greggii,leucaena collinsii || leucaena greggii,,False,seed set,46.7,18.0,0.07,0.0,True,0.9985010706638116,1.0,-0.0014989293361884481,16.5,22.0,1.0,1.0,True,True,-0.1249387366082999,0.1249387366082999,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena collinsii,Leucaena macrophylla,leucaena collinsii || leucaena macrophylla,,False,seed set,46.7,22.0,7.0,21.0,True,0.8501070663811563,0.045454545454545414,0.8046525209266109,16.5,15.0,1.0,1.0,True,True,0.04139268515822492,0.04139268515822492,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena collinsii,Leucaena multicapitula,leucaena collinsii || leucaena multicapitula,,False,seed set,46.7,37.7,8.0,3.2,True,0.828693790149893,0.9151193633952255,-0.08642557324533251,16.5,13.0,1.0,1.0,True,True,0.10354059190706955,0.10354059190706955,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena collinsii,Leucaena pulverulenta,leucaena collinsii || leucaena pulverulenta,,False,seed set,46.7,93.4,8.0,78.0,True,0.828693790149893,0.16488222698072807,0.6638115631691649,16.5,31.0,1.0,1.0,True,True,-0.2738777496203664,0.2738777496203664,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena collinsii,Leucaena retusa,leucaena collinsii || leucaena retusa,,False,seed set,46.7,70.2,0.0,6.0,True,1.0,0.9145299145299145,0.0854700854700855,16.5,22.0,1.0,1.0,True,True,-0.1249387366082999,0.1249387366082999,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena collinsii,Leucaena salvadorensis,leucaena collinsii || leucaena salvadorensis,,False,seed set,46.7,68.2,2.9,14.0,True,0.9379014989293362,0.7947214076246334,0.14318009130470277,16.5,23.5,1.0,1.0,True,True,-0.15358391805783,0.15358391805783,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena collinsii,Leucaena shannonii,leucaena collinsii || leucaena shannonii,,False,seed set,46.7,17.0,17.0,18.0,True,0.6359743040685225,-0.05882352941176472,0.6947978334802872,16.5,19.0,1.0,1.0,True,True,-0.061269656738922595,0.061269656738922595,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena collinsii,Leucaena trichodes,leucaena collinsii || leucaena trichodes,,False,seed set,46.7,37.7,0.0,6.0,True,1.0,0.8408488063660478,0.15915119363395225,16.5,14.0,1.0,1.0,True,True,0.07135590853566831,0.07135590853566831,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena diversifolia,Leucaena pulverulenta,leucaena diversifolia || leucaena pulverulenta,Leucaena02,True,seed set,28.5,93.4,8.0,3.3,True,0.7192982456140351,0.9646680942184154,-0.24536984860438027,20.0,31.0,1.0,1.0,True,True,-0.19033169817029139,0.19033169817029139,True,True,0.149875,True,True,True
Fabaceae,Leucaena,Leucaena diversifolia,Leucaena esculenta,leucaena diversifolia || leucaena esculenta,,False,seed set,28.5,7.0,2.2,0.0,True,0.9228070175438596,1.0,-0.07719298245614037,20.0,18.0,1.0,1.0,True,True,0.04575749056067524,0.04575749056067524,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena diversifolia,Leucaena greggii,leucaena diversifolia || leucaena greggii,,False,seed set,28.5,18.0,1.1,0.0,True,0.9614035087719298,1.0,-0.038596491228070184,20.0,22.0,1.0,1.0,True,True,-0.04139268515822492,0.04139268515822492,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena diversifolia,Leucaena lanceolata,leucaena diversifolia || leucaena lanceolata,,False,seed set,28.5,80.9,31.0,2.5,True,-0.08771929824561409,0.969097651421508,-1.0568169496671223,20.0,19.0,1.0,1.0,True,True,0.022276394711152392,0.022276394711152392,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena diversifolia,Leucaena leucocephala,leucaena diversifolia || leucaena leucocephala,,False,seed set,54.2,131.1,53.0,73.0,True,0.022140221402214055,0.4431731502669718,-0.42103292886475774,20.0,26.0,1.0,1.0,True,True,-0.11394335230683672,0.11394335230683672,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena diversifolia,Leucaena macrophylla,leucaena diversifolia || leucaena macrophylla,,False,seed set,28.5,22.0,7.0,1.8,True,0.7543859649122807,0.9181818181818182,-0.1637958532695375,20.0,15.0,1.0,1.0,True,True,0.1249387366082999,0.1249387366082999,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena diversifolia,Leucaena multicapitula,leucaena diversifolia || leucaena multicapitula,,False,seed set,28.5,37.7,19.0,0.0,True,0.33333333333333337,1.0,-0.6666666666666666,20.0,13.0,1.0,1.0,True,True,0.18708664335714453,0.18708664335714453,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena diversifolia,Leucaena pallida,leucaena diversifolia || leucaena pallida,,False,seed set,54.2,14.8,18.0,14.0,True,0.6678966789667897,0.05405405405405406,0.6138426249127357,20.0,19.0,1.0,1.0,True,True,0.022276394711152392,0.022276394711152392,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena diversifolia,Leucaena retusa,leucaena diversifolia || leucaena retusa,,False,seed set,28.5,70.2,0.0,0.0,True,1.0,1.0,0.0,20.0,22.0,1.0,1.0,True,True,-0.04139268515822492,0.04139268515822492,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena diversifolia,Leucaena salvadorensis,leucaena diversifolia || leucaena salvadorensis,,False,seed set,28.5,68.2,8.0,0.0,True,0.7192982456140351,1.0,-0.2807017543859649,20.0,23.5,1.0,1.0,True,True,-0.07003786660775502,0.07003786660775502,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena diversifolia,Leucaena shannonii,leucaena diversifolia || leucaena shannonii,,False,seed set,28.5,17.0,21.0,12.0,True,0.26315789473684215,0.2941176470588235,-0.030959752321981338,20.0,19.0,1.0,1.0,True,True,0.022276394711152392,0.022276394711152392,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena diversifolia,Leucaena trichodes,leucaena diversifolia || leucaena trichodes,,False,seed set,28.5,37.7,0.0,0.8,True,1.0,0.9787798408488063,0.021220159151193685,20.0,14.0,1.0,1.0,True,True,0.1549019599857433,0.1549019599857433,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena esculenta,Leucaena lanceolata,leucaena esculenta || leucaena lanceolata,,False,seed set,7.0,80.9,0.0,0.0,True,1.0,1.0,0.0,18.0,19.0,1.0,1.0,True,True,-0.02348109584952285,0.02348109584952285,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena esculenta,Leucaena macrophylla,leucaena esculenta || leucaena macrophylla,,False,seed set,7.0,22.0,0.0,0.0,True,1.0,1.0,0.0,18.0,15.0,1.0,1.0,True,True,0.07918124604762466,0.07918124604762466,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena esculenta,Leucaena multicapitula,leucaena esculenta || leucaena multicapitula,,False,seed set,7.0,37.7,0.0,0.0,True,1.0,1.0,0.0,18.0,13.0,1.0,1.0,True,True,0.1413291527964693,0.1413291527964693,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena esculenta,Leucaena pulverulenta,leucaena esculenta || leucaena pulverulenta,,False,seed set,7.0,93.4,0.0,4.9,True,1.0,0.9475374732334048,0.05246252676659524,18.0,31.0,1.0,1.0,True,True,-0.23608918873096663,0.23608918873096663,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena esculenta,Leucaena retusa,leucaena esculenta || leucaena retusa,,False,seed set,7.0,70.2,0.0,21.0,True,1.0,0.7008547008547008,0.2991452991452992,18.0,22.0,1.0,1.0,True,True,-0.08715017571890016,0.08715017571890016,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena esculenta,Leucaena salvadorensis,leucaena esculenta || leucaena salvadorensis,,False,seed set,7.0,68.2,0.07,20.0,True,0.99,0.7067448680351907,0.28325513196480934,18.0,23.5,1.0,1.0,True,True,-0.11579535716843026,0.11579535716843026,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena esculenta,Leucaena shannonii,leucaena esculenta || leucaena shannonii,,False,seed set,7.0,17.0,2.0,2.3,True,0.7142857142857143,0.8647058823529412,-0.1504201680672269,18.0,19.0,1.0,1.0,True,True,-0.02348109584952285,0.02348109584952285,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena esculenta,Leucaena trichodes,leucaena esculenta || leucaena trichodes,,False,seed set,7.0,37.7,0.0,0.0,True,1.0,1.0,0.0,18.0,14.0,1.0,1.0,True,True,0.10914446942506806,0.10914446942506806,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena greggii,Leucaena retusa,leucaena greggii || leucaena retusa,Leucaena03,True,seed set,18.0,70.2,0.5,77.0,True,0.9722222222222222,-0.09686609686609682,1.0690883190883191,22.0,22.0,1.0,1.0,True,True,0.0,0.0,False,True,0.040779,True,True,True
Fabaceae,Leucaena,Leucaena greggii,Leucaena lanceolata,leucaena greggii || leucaena lanceolata,,False,seed set,18.0,80.9,3.0,4.4,True,0.8333333333333334,0.9456118665018541,-0.11227853316852077,22.0,19.0,1.0,1.0,True,True,0.06366907986937731,0.06366907986937731,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena greggii,Leucaena macrophylla,leucaena greggii || leucaena macrophylla,,False,seed set,18.0,22.0,0.0,0.0,True,1.0,1.0,0.0,22.0,15.0,1.0,1.0,True,True,0.16633142176652482,0.16633142176652482,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena greggii,Leucaena pulverulenta,leucaena greggii || leucaena pulverulenta,,False,seed set,18.0,93.4,0.0,2.2,True,1.0,0.9764453961456103,0.023554603854389677,22.0,31.0,1.0,1.0,True,True,-0.14893901301206647,0.14893901301206647,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena greggii,Leucaena salvadorensis,leucaena greggii || leucaena salvadorensis,,False,seed set,18.0,68.2,0.0,0.0,True,1.0,1.0,0.0,22.0,23.5,1.0,1.0,True,True,-0.0286451814495301,0.0286451814495301,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena greggii,Leucaena shannonii,leucaena greggii || leucaena shannonii,,False,seed set,18.0,17.0,0.0,4.5,True,1.0,0.7352941176470589,0.2647058823529411,22.0,19.0,1.0,1.0,True,True,0.06366907986937731,0.06366907986937731,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena lanceolata,Leucaena macrophylla,leucaena lanceolata || leucaena macrophylla,,False,seed set,80.9,22.0,7.0,4.5,True,0.9134734239802225,0.7954545454545454,0.11801887852567705,19.0,15.0,1.0,1.0,True,True,0.10266234189714751,0.10266234189714751,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena lanceolata,Leucaena multicapitula,leucaena lanceolata || leucaena multicapitula,,False,seed set,80.9,37.7,24.0,36.0,True,0.7033374536464772,0.04509283819628651,0.6582446154501906,19.0,13.0,1.0,1.0,True,True,0.16481024864599214,0.16481024864599214,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena lanceolata,Leucaena pulverulenta,leucaena lanceolata || leucaena pulverulenta,,False,seed set,80.9,93.4,16.0,63.0,True,0.8022249690976514,0.32548179871520344,0.47674317038244796,19.0,31.0,1.0,1.0,True,True,-0.21260809288144378,0.21260809288144378,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena lanceolata,Leucaena retusa,leucaena lanceolata || leucaena retusa,,False,seed set,80.9,70.2,0.0,0.5,True,1.0,0.9928774928774928,0.007122507122507171,19.0,22.0,1.0,1.0,True,True,-0.06366907986937731,0.06366907986937731,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena lanceolata,Leucaena salvadorensis,leucaena lanceolata || leucaena salvadorensis,,False,seed set,80.9,68.2,21.0,32.0,True,0.7404202719406675,0.530791788856305,0.20962848308436255,19.0,23.5,1.0,1.0,True,True,-0.09231426131890741,0.09231426131890741,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena lanceolata,Leucaena shannonii,leucaena lanceolata || leucaena shannonii,,False,seed set,80.9,17.0,50.0,7.0,True,0.38195302843016077,0.5882352941176471,-0.2062822656874863,19.0,19.0,1.0,1.0,True,True,0.0,0.0,False,False,,True,True,False
Fabaceae,Leucaena,Leucaena lanceolata,Leucaena trichodes,leucaena lanceolata || leucaena trichodes,,False,seed set,80.9,37.7,1.4,20.0,True,0.9826946847960445,0.4694960212201592,0.5131986635758853,19.0,14.0,1.0,1.0,True,True,0.1326255652745909,0.1326255652745909,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena leucocephala,Leucaena pallida,leucaena leucocephala || leucaena pallida,Leucaena04,True,seed set,131.1,14.8,31.0,37.0,True,0.7635392829900839,-1.5,2.263539282990084,26.0,19.0,1.0,1.0,True,True,0.1362197470179891,0.1362197470179891,True,True,0.217026,True,True,True
Fabaceae,Leucaena,Leucaena macrophylla,Leucaena trichodes,leucaena macrophylla || leucaena trichodes,Leucaena05,True,seed set,22.0,37.7,16.0,2.1,True,0.2727272727272727,0.9442970822281167,-0.671569809500844,15.0,14.0,1.0,1.0,True,True,0.029963223377443393,0.029963223377443393,True,True,0.007707,True,True,True
Fabaceae,Leucaena,Leucaena macrophylla,Leucaena multicapitula,leucaena macrophylla || leucaena multicapitula,,False,seed set,22.0,37.7,11.0,54.0,True,0.5,-0.43236074270557023,0.9323607427055702,15.0,13.0,1.0,1.0,True,True,0.06214790674884463,0.06214790674884463,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena macrophylla,Leucaena pulverulenta,leucaena macrophylla || leucaena pulverulenta,,False,seed set,22.0,93.4,4.9,9.0,True,0.7772727272727272,0.9036402569593148,-0.1263675296865876,15.0,31.0,1.0,1.0,True,True,-0.3152704347785913,0.3152704347785913,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena macrophylla,Leucaena retusa,leucaena macrophylla || leucaena retusa,,False,seed set,22.0,70.2,0.0,0.0,True,1.0,1.0,0.0,15.0,22.0,1.0,1.0,True,True,-0.16633142176652482,0.16633142176652482,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena macrophylla,Leucaena salvadorensis,leucaena macrophylla || leucaena salvadorensis,,False,seed set,22.0,68.2,0.0,0.0,True,1.0,1.0,0.0,15.0,23.5,1.0,1.0,True,True,-0.19497660321605492,0.19497660321605492,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena macrophylla,Leucaena shannonii,leucaena macrophylla || leucaena shannonii,,False,seed set,22.0,17.0,0.0,0.0,True,1.0,1.0,0.0,15.0,19.0,1.0,1.0,True,True,-0.10266234189714751,0.10266234189714751,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena multicapitula,Leucaena salvadorensis,leucaena multicapitula || leucaena salvadorensis,Leucaena06,True,seed set,37.7,68.2,1.4,0.0,True,0.9628647214854111,1.0,-0.037135278514588865,13.0,23.5,1.0,1.0,True,True,-0.25712450996489955,0.25712450996489955,True,True,0.14108,True,True,True
Fabaceae,Leucaena,Leucaena multicapitula,Leucaena pulverulenta,leucaena multicapitula || leucaena pulverulenta,,False,seed set,37.7,93.4,0.0,0.0,True,1.0,1.0,0.0,13.0,31.0,1.0,1.0,True,True,-0.3774183415274359,0.3774183415274359,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena multicapitula,Leucaena retusa,leucaena multicapitula || leucaena retusa,,False,seed set,37.7,70.2,0.0,0.0,True,1.0,1.0,0.0,13.0,22.0,1.0,1.0,True,True,-0.22847932851536945,0.22847932851536945,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena multicapitula,Leucaena shannonii,leucaena multicapitula || leucaena shannonii,,False,seed set,37.7,17.0,0.0,0.0,True,1.0,1.0,0.0,13.0,19.0,1.0,1.0,True,True,-0.16481024864599214,0.16481024864599214,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena multicapitula,Leucaena trichodes,leucaena multicapitula || leucaena trichodes,,False,seed set,37.7,37.7,12.0,21.0,True,0.6816976127320955,0.44297082228116713,0.23872679045092837,13.0,14.0,1.0,1.0,True,True,-0.032184683371401235,0.032184683371401235,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena pulverulenta,Leucaena retusa,leucaena pulverulenta || leucaena retusa,,False,seed set,93.4,70.2,1.2,6.0,True,0.987152034261242,0.9145299145299145,0.07262211973132748,31.0,22.0,1.0,1.0,True,True,0.14893901301206647,0.14893901301206647,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena pulverulenta,Leucaena salvadorensis,leucaena pulverulenta || leucaena salvadorensis,,False,seed set,93.4,68.2,0.0,6.0,True,1.0,0.9120234604105572,0.08797653958944285,31.0,23.5,1.0,1.0,True,True,0.12029383156253637,0.12029383156253637,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena pulverulenta,Leucaena shannonii,leucaena pulverulenta || leucaena shannonii,,False,seed set,93.4,17.0,30.0,1.2,True,0.6788008565310493,0.9294117647058824,-0.2506109081748331,31.0,19.0,1.0,1.0,True,True,0.21260809288144378,0.21260809288144378,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena pulverulenta,Leucaena trichodes,leucaena pulverulenta || leucaena trichodes,,False,seed set,93.4,37.7,0.0,0.8,True,1.0,0.9787798408488063,0.021220159151193685,31.0,14.0,1.0,1.0,True,True,0.3452336581560347,0.3452336581560347,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena retusa,Leucaena salvadorensis,leucaena retusa || leucaena salvadorensis,,False,seed set,70.2,68.2,32.0,0.0,True,0.5441595441595442,1.0,-0.45584045584045585,22.0,23.5,1.0,1.0,True,True,-0.0286451814495301,0.0286451814495301,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena retusa,Leucaena shannonii,leucaena retusa || leucaena shannonii,,False,seed set,70.2,17.0,49.0,0.2,True,0.301994301994302,0.9882352941176471,-0.6862409921233451,22.0,19.0,1.0,1.0,True,True,0.06366907986937731,0.06366907986937731,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena retusa,Leucaena trichodes,leucaena retusa || leucaena trichodes,,False,seed set,70.2,37.7,0.0,0.0,True,1.0,1.0,0.0,22.0,14.0,1.0,1.0,True,True,0.19629464514396822,0.19629464514396822,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena salvadorensis,Leucaena shannonii,leucaena salvadorensis || leucaena shannonii,,False,seed set,68.2,17.0,17.0,5.6,True,0.750733137829912,0.6705882352941177,0.08014490253579432,23.5,19.0,1.0,1.0,True,True,0.09231426131890741,0.09231426131890741,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena salvadorensis,Leucaena trichodes,leucaena salvadorensis || leucaena trichodes,,False,seed set,68.2,37.7,0.0,0.0,True,1.0,1.0,0.0,23.5,14.0,1.0,1.0,True,True,0.22493982659349832,0.22493982659349832,True,False,,True,True,False
Fabaceae,Leucaena,Leucaena shannonii,Leucaena trichodes,leucaena shannonii || leucaena trichodes,,False,seed set,17.0,37.7,0.0,1.1,True,1.0,0.9708222811671088,0.02917771883289122,19.0,14.0,1.0,1.0,True,True,0.1326255652745909,0.1326255652745909,True,False,,True,True,False
Fabaceae,Lupinus,Lupinus palaestinus,Lupinus pilosus,lupinus palaestinus || lupinus pilosus,Lupinus,True,seed set,0.008,0.17,0.03,0.004,True,-2.75,0.9764705882352941,-3.726470588235294,6.0,6.0,3.0,3.0,True,False,0.0,0.0,False,True,0.0,True,False,True
Rubiaceae,Mussaenda,Mussaenda pubescens,Mussaenda kwangtungensis,mussaenda kwangtungensis || mussaenda pubescens,Mussaenda,True,fruit set,93.0,94.5,23.9,20.9,True,0.7430107526881721,0.7788359788359789,-0.03582522614780681,485.2,518.0,1.0,1.0,True,True,-0.028408967550697994,0.028408967550697994,True,True,0.004032,True,True,True
Amaryllidaceae,Narcissus,Narcissus miniatus,Narcissus cavanillesii,narcissus cavanillesii || narcissus miniatus,Narcissus,True,seed set,6.96,2.21,0.29,2.43,True,0.9583333333333334,-0.09954751131221728,1.0578808446455508,50.0,50.0,3.0,3.0,True,False,0.0,0.0,False,True,0.260421,True,False,True
Orchidaceae,Neotinea,Neotinea ustulata,Neotinea tridentata,neotinea tridentata || neotinea ustulata,Neotinea,True,seed number per fruit,0.81,0.81,0.74,0.73,True,0.0864197530864198,0.09876543209876554,-0.012345679012345734,,4452.0,4.0,1.0,False,False,,,False,True,0.0,False,False,False
Solanaceae,Nicotiana,Nicotiana bonariensis,Nicotiana forgetiana,nicotiana bonariensis || nicotiana forgetiana,Nicotiana01,True,fruit set,0.9,1.0,0.5,0.4,True,0.4444444444444444,0.6,-0.15555555555555556,76.0,582.0,3.0,3.0,True,False,-0.8841093923690972,0.8841093923690972,True,True,0.007737,True,False,True
Solanaceae,Nicotiana,Nicotiana bonariensis,Nicotiana alata,nicotiana alata || nicotiana bonariensis,,False,fruit set,0.9,1.0,0.1,0.0,True,0.8888888888888888,1.0,-0.11111111111111116,76.0,1732.0,3.0,3.0,True,False,-1.3577342954005367,1.3577342954005367,True,False,,True,False,False
Solanaceae,Nicotiana,Nicotiana bonariensis,Nicotiana langsdorffii,nicotiana bonariensis || nicotiana langsdorffii,,False,fruit set,0.9,1.0,0.9,1.0,True,0.0,0.0,0.0,76.0,312.0,3.0,3.0,True,False,-0.6133410017376515,0.6133410017376515,True,False,,True,False,False
Solanaceae,Nicotiana,Nicotiana bonariensis,Nicotiana mutabilis,nicotiana bonariensis || nicotiana mutabilis,,False,fruit set,0.9,0.8,1.0,0.9,True,-0.11111111111111116,-0.125,0.01388888888888884,76.0,372.0,3.0,3.0,True,False,-0.6897293476011059,0.6897293476011059,True,False,,True,False,False
Solanaceae,Nicotiana,Nicotiana forgetiana,Nicotiana alata,nicotiana alata || nicotiana forgetiana,,False,fruit set,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,582.0,1732.0,3.0,3.0,True,False,-0.47362490303143945,0.47362490303143945,True,False,,True,False,False
Solanaceae,Nicotiana,Nicotiana langsdorffii,Nicotiana alata,nicotiana alata || nicotiana langsdorffii,Nicotiana02,True,fruit set,1.0,1.0,0.8,0.6,True,0.19999999999999996,0.4,-0.20000000000000007,312.0,1732.0,3.0,3.0,True,False,-0.7443932936628852,0.7443932936628852,True,True,0.003876,True,False,True
Solanaceae,Nicotiana,Nicotiana langsdorffii,Nicotiana forgetiana,nicotiana forgetiana || nicotiana langsdorffii,,False,fruit set,1.0,1.0,0.9,0.8,True,0.09999999999999998,0.19999999999999996,-0.09999999999999998,312.0,582.0,3.0,3.0,True,False,-0.27076839063144575,0.27076839063144575,True,False,,True,False,False
Solanaceae,Nicotiana,Nicotiana longiflora,Nicotiana alata,nicotiana alata || nicotiana longiflora,,False,fruit set,0.9,1.0,0.9,0.0,True,0.0,1.0,-1.0,2367.92,1732.0,1.0,3.0,True,False,0.13581913801083356,0.13581913801083356,True,False,,True,False,False
Solanaceae,Nicotiana,Nicotiana longiflora,Nicotiana bonariensis,nicotiana bonariensis || nicotiana longiflora,,False,fruit set,0.9,0.9,0.0,0.0,True,1.0,1.0,0.0,2367.92,76.0,1.0,3.0,True,False,1.4935534334113703,1.4935534334113703,True,False,,True,False,False
Solanaceae,Nicotiana,Nicotiana longiflora,Nicotiana forgetiana,nicotiana forgetiana || nicotiana longiflora,,False,fruit set,0.9,1.0,0.0,0.0,True,1.0,1.0,0.0,2367.92,582.0,1.0,3.0,True,False,0.609444041042273,0.609444041042273,True,False,,True,False,False
